9537, 12.112, 36.740, 12.149, 375.000, 4542.000, -8, 4, 0
9545, 12.112, 36.940, 12.149, 381.300, 4618.000, -8, 4, 2
9553, 12.100, 40.910, 12.141, 448.000, 5420.000, -8, 4, 1
9560, 12.096, 42.580, 12.139, 407.100, 4856.000, -8, 4, 1
9568, 12.100, 41.380, 12.141, 407.100, 4902.000, -8, 4, 1
9576, 12.100, 40.690, 12.141, 401.100, 4890.000, -8, 4, 1
9583, 12.100, 40.460, 12.140, 399.100, 4830.000, -8, 4, 1
9591, 12.108, 37.900, 12.146, 394.700, 4778.000, -8, 4, 1
9599, 12.104, 39.330, 12.143, 394.100, 4772.000, -8, 4, 1
9607, 12.108, 38.580, 12.147, 427.600, 5174.000, -8, 4, 1
9614, 12.108, 38.410, 12.146, 390.100, 4780.000, -8, 4, 1
9622, 12.108, 38.490, 12.146, 391.600, 4722.000, -8, 4, 1
9630, 12.104, 38.690, 12.143, 393.500, 4764.000, -8, 4, 1
9637, 11.996, 69.140, 12.065, 704.100, 8448.000, -8, 4, 1
9645, 11.992, 69.080, 12.061, 755.400, 9024.000, -8, 4, 1
9653, 11.952, 82.190, 12.034, 822.200, 9820.000, -8, 4, 1
9660, 11.976, 78.900, 12.055, 753.300, 9040.000, -8, 4, 1
9668, 11.900, 91.350, 11.991, 918.200, 10744.000, -8, 4, 1
9676, 11.884, 97.660, 11.982, 969.900, 10928.000, -8, 4, 1
9683, 11.920, 92.610, 12.013, 918.000, 10934.000, -8, 4, 1
9691, 11.844, 113.930, 11.958, 1117.300, 13216.000, -8, 4, 1
9699, 11.844, 106.940, 11.951, 1103.700, 13068.000, -8, 4, 1
9707, 11.848, 114.150, 11.962, 1106.300, 13084.000, -8, 4, 1
9714, 11.844, 116.210, 11.960, 995.000, 12278.000, -8, 4, 1
9722, 11.828, 104.160, 11.932, 1219.700, 11948.000, -8, 4, 1
9730, 11.892, 102.520, 11.995, 976.300, 11620.000, -8, 4, 1
9737, 11.908, 91.630, 12.000, 903.500, 10758.000, -8, 4, 1
9745, 11.920, 93.070, 12.013, 899.200, 10712.000, -8, 4, 1
9753, 11.912, 91.250, 12.003, 877.100, 10460.000, -8, 4, 1
9761, 11.924, 91.710, 12.016, 881.400, 10236.000, -8, 4, 1
9768, 11.792, 111.990, 11.904, 1201.300, 15656.000, -8, 4, 1
9776, 11.672, 175.910, 11.848, 1566.700, 18432.000, -8, 4, 1
9784, 11.864, 106.120, 11.970, 1025.800, 12180.000, -8, 4, 1
9791, 11.756, 126.610, 11.883, 1337.200, 15640.000, -8, 4, 1
9799, 11.724, 170.920, 11.895, 1602.000, 17306.000, -8, 4, 1
9807, 11.796, 120.000, 11.916, 1196.800, 14162.000, -8, 4, 1
9815, 11.596, 157.330, 11.753, 1946.900, 22466.000, -8, 4, 1
9822, 11.644, 180.650, 11.825, 1549.500, 18190.000, -8, 4, 1
9830, 11.740, 126.980, 11.867, 1326.600, 15552.000, -8, 4, 1
9838, 11.568, 195.640, 11.764, 1941.500, 22492.000, -8, 4, 1
9846, 11.752, 148.950, 11.901, 1507.800, 18012.000, -8, 4, 1
9853, 11.456, 189.030, 11.645, 2009.200, 24202.000, -8, 4, 1
9861, 11.572, 211.780, 11.784, 1976.900, 23820.000, -8, 4, 1
9869, 11.764, 134.710, 11.899, 1330.100, 15644.000, -8, 4, 1
9876, 11.772, 132.790, 11.905, 1248.800, 14706.000, -8, 4, 1
9884, 11.772, 126.650, 11.899, 1288.000, 15194.000, -8, 4, 1
9892, 11.776, 120.280, 11.896, 1301.700, 14458.000, -8, 4, 1
9899, 11.824, 123.760, 11.948, 1247.300, 14412.000, -8, 4, 1
9907, 11.792, 125.870, 11.918, 1239.700, 14618.000, -8, 4, 1
9915, 11.844, 124.490, 11.968, 1217.300, 14412.000, -8, 4, 1
9923, 11.832, 122.420, 11.954, 1213.800, 14326.000, -8, 4, 1
9930, 11.812, 124.570, 11.937, 1219.700, 14306.000, -8, 4, 1
9938, 11.808, 120.840, 11.929, 1195.700, 14116.000, -8, 4, 1
9946, 11.808, 119.410, 11.927, 1185.400, 13874.000, -8, 4, 1
