time (ms), packet_id, bus voltage (V), total_current (mA), power (mW), loop time (ms) 
48149,772,11.704,604.2,7074,43
48199,773,11.724,568.2,6662,43
48249,774,11.716,588.4,6764,43
48299,775,11.716,614.8,7200,43
48349,776,11.716,584.2,6858,43
48399,777,11.728,577.6,6774,43
48449,778,11.712,597.5,7000,43
48499,779,11.708,608.6,7088,43
48549,780,11.724,575.4,6744,43
48599,781,11.712,600.2,7028,43
48649,782,11.72,575.6,6748,43
48699,783,11.72,562.9,6600,43
48749,784,11.712,606.8,7144,43
48799,785,11.72,574.6,6740,43
48849,786,11.724,554.7,6612,43
48899,787,11.724,570.7,6692,43
48949,788,11.724,574.6,6734,43
48999,789,11.72,571.5,6748,43
49049,790,11.72,581.6,6816,43
49099,791,11.716,570.8,6688,43
49149,792,11.712,606.4,7104,43
49199,793,11.716,601.7,7046,43
49249,794,11.72,575.7,6704,43
49299,795,11.724,567.3,6646,43
49349,796,11.72,572,6708,43
49399,797,11.712,616.3,7206,43
49449,798,11.724,573.7,6728,43
49499,799,11.72,573.8,6744,43
49549,800,11.724,578,6774,43
49599,801,11.72,574.5,6738,43
49649,802,11.724,581.8,6698,43
49699,803,11.724,576.9,6764,43
49749,804,11.724,568.5,6694,43
49799,805,11.72,584.3,6848,43
49849,806,11.72,561.8,6586,43
49899,807,11.72,582.5,6760,43
49949,808,11.728,563.6,6606,43
49999,809,11.72,575.2,6806,43
50049,810,11.724,562.9,6600,43
50099,811,11.72,550.8,6456,43
50149,812,11.724,575.2,6564,43
50199,813,11.724,575.2,6748,43
50249,814,11.724,567.1,6738,43
50299,815,11.72,577.9,6774,43
50349,816,11.72,572.9,6714,43
50399,817,11.72,589,6750,43
50449,818,11.724,575.6,6748,43
50499,819,11.728,561,6576,43
50549,820,11.72,557.4,6658,43
50599,821,11.716,612.6,7176,43
50649,822,11.724,570.5,6642,43
50699,823,11.72,567.8,6658,43
50749,824,11.716,576.2,6756,43
50799,825,11.716,547.6,6790,43
50849,826,11.72,559.4,6556,43
50899,827,11.716,583.3,6806,43
50949,828,11.712,609.6,7140,43
50999,829,11.732,569.8,6678,43
51049,830,11.724,569.3,6826,43
51099,831,11.724,572.3,6708,43
51149,832,11.732,556,6714,43
51199,833,11.724,570.7,6694,43
51249,834,11.716,579.2,6790,43
51299,835,11.712,607,7192,43
51349,836,11.716,613.2,7180,43
51399,837,11.72,571.3,6702,43
51449,838,11.72,560.8,6754,43
51499,839,11.724,564.7,6612,43
51549,840,11.724,575,6956,43
51599,841,11.708,592.2,6934,43
51649,842,11.72,553,6484,43
51699,843,11.728,584.9,6744,43
51749,844,11.724,569.6,6678,43
51799,845,11.712,612.3,7124,43
51849,846,11.72,575.1,6744,43
51899,847,11.72,574.2,6730,43
51949,848,11.724,573.4,6694,43
51999,849,11.724,577.1,6760,43
52049,850,11.716,572.2,6708,43
52099,851,11.72,572.3,6806,43
52149,852,11.724,583.5,6842,43
52199,853,11.72,565.2,6750,43
52249,854,11.728,582.4,6826,43
52299,855,11.72,575.2,6740,43
52349,856,11.72,574.9,6822,43
52399,857,11.724,575.9,6754,43
52449,858,11.72,577.1,6766,43
52499,859,11.72,580.6,6748,43
52549,860,11.724,582.8,6832,43
52599,861,11.72,575.3,6846,43
52649,862,11.72,581.9,6822,43
52699,863,11.716,581.7,6820,43
52749,864,11.72,581.2,6740,43
52799,865,11.72,581.9,6822,43
52849,866,11.72,580.2,6704,43
52899,867,11.716,580.5,6802,43
52949,868,11.728,563.2,6600,43
52999,869,11.716,567.3,6846,43
53049,870,11.724,588,6894,43
53099,871,11.72,567.8,6658,43
53149,872,11.72,582.5,7082,43
53199,873,11.724,577.3,6766,43
53249,874,11.72,579,6790,43
53299,875,11.716,580.8,6786,43
53349,876,11.724,585.9,6866,43
53399,877,11.72,575.7,6786,43
53449,878,11.712,602.6,7058,43
53499,879,11.72,567.4,6652,43
53549,880,11.72,582.7,6868,43
53599,881,11.708,607.2,7110,43
53649,882,11.72,568.3,6658,43
53699,883,11.724,584.1,6520,43
53749,884,11.724,579.4,6790,43
53799,885,11.716,582.6,6720,43
53849,886,11.72,583.2,6836,43
53899,887,11.724,579.6,6792,43
53949,888,11.72,568.2,6504,43
53999,889,11.72,561.4,6584,43
54049,890,11.72,565.9,6632,43
54099,891,11.728,573.7,6712,43
54149,892,11.716,590.6,6920,43
54199,893,11.716,570.7,6694,43
54249,894,11.728,575.5,6832,43
54299,895,11.724,574.8,6738,43
54349,896,11.72,572.9,6740,43
54399,897,11.72,577.5,6770,43
54449,898,11.724,568.8,6666,43
54499,899,11.72,586.2,6914,43
54549,900,11.724,573.6,6724,43
54599,901,11.724,575.1,6740,43
54649,902,11.724,575.1,6544,43
54699,903,11.724,569.2,6672,43
54749,904,11.724,569.8,6678,43
54799,905,11.72,567.4,6692,43
54849,906,11.728,561.9,6586,43
54899,907,11.724,562.5,6600,43
54949,908,11.724,572.4,6734,43
54999,909,11.724,561.3,6586,43
55049,910,11.724,568.2,6658,43
55099,911,11.716,570.1,6656,43
55149,912,11.732,556.7,6528,43
55199,913,11.724,555.8,6584,43
55249,914,11.724,561.7,6590,43
55299,915,11.728,558.6,6550,43
55349,916,11.724,557.1,6600,43
55399,917,11.732,551.5,6468,43
55449,918,11.724,579.4,6790,43
55499,919,11.728,550.6,6456,43
55549,920,11.728,568,6730,43
55599,921,11.732,540.5,6338,43
55649,922,11.72,571.6,6550,43
55699,923,11.72,570,6682,43
55749,924,11.736,544,6376,43
55799,925,11.732,538.8,6606,43
55849,926,11.716,595,6970,43
55899,927,11.732,548.6,6436,43
55949,928,11.724,558.3,6666,43
55999,929,11.728,557.3,6540,43
56049,930,11.736,550.9,6462,43
56099,931,11.724,564.8,6620,43
56149,932,11.728,558.4,6602,43
56199,933,11.732,561.4,6584,43
56249,934,11.724,558.6,6508,43
56299,935,11.728,556,6556,43
56349,936,11.732,559.9,6566,43
56399,937,11.724,561.6,6508,43
56449,938,11.728,561.4,6544,43
56499,939,11.728,559.8,6566,43
56549,940,11.724,553.7,6494,43
56599,941,11.728,550.8,6550,43
56649,942,11.728,561.2,6584,43
56699,943,11.72,559.2,6556,43
56749,944,11.72,575.4,6728,43
56799,945,11.716,575.3,6738,43
56849,946,11.728,558.7,6554,43
56899,947,11.72,558.9,6556,43
56949,948,11.728,558.8,6504,43
56999,949,11.732,551.4,6462,43
57049,950,11.716,561.6,6584,43
57099,951,11.724,566.9,6638,43
57149,952,11.672,643.3,7534,43
57199,953,11.728,560.2,6566,43
57249,954,11.724,558.7,6656,43
57299,955,11.732,565,6626,43
57349,956,11.716,574.2,6728,43
57399,957,11.728,562,6548,43
57449,958,11.716,574.8,6734,43
57499,959,11.732,556.6,6520,43
57549,960,11.712,586.1,6960,43
57599,961,11.716,593,6938,43
57649,962,11.732,559.1,6556,43
57699,963,11.728,564.5,6616,43
57749,964,11.724,574.1,6776,43
57798,965,11.692,666.1,7596,43
57848,966,11.564,1020,11796,44
57899,967,11.592,901.9,10702,44
#},,,,,
