####################
# Startup Complete #
####################
#{"device_name": "ECE362CarTeam07",
#  "pid": [0.405000,0.065000,0.000000]
#}
#{"csv": "
time (ms), packet_id, bus voltage (V), total_current (mA), power (mW), loop time (ms) 
49187, 793, 7.780, 730.200, 5554.000, 49144 
49238, 794, 7.800, 748.600, 5692.000, 49194 
49288, 795, 7.796, 716.600, 5588.000, 49245 
49338, 796, 7.788, 760.300, 5722.000, 49295 
49388, 797, 7.792, 714.200, 5564.000, 49345 
49437, 798, 7.792, 719.500, 5610.000, 49394 
49488, 799, 7.792, 725.200, 5652.000, 49444 
49538, 800, 7.776, 757.900, 5748.000, 49495 
49587, 801, 7.772, 787.700, 6148.000, 49544 
49637, 802, 7.740, 881.700, 6822.000, 49593 
49687, 803, 7.748, 856.800, 6694.000, 49643 
49737, 804, 7.744, 852.500, 6602.000, 49693 
49787, 805, 7.732, 899.100, 6820.000, 49743 
49837, 806, 7.740, 869.600, 6730.000, 49793 
49887, 807, 7.740, 875.000, 6632.000, 49843 
49937, 808, 7.728, 884.000, 6846.000, 49893 
49988, 809, 7.736, 884.400, 6842.000, 49944 
50038, 810, 7.768, 786.500, 6108.000, 49995 
50088, 811, 7.704, 964.200, 7438.000, 50045 
50137, 812, 7.696, 974.800, 7510.000, 50094 
50187, 813, 7.656, 1106.800, 8478.000, 50143 
50238, 814, 7.652, 1155.100, 8844.000, 50194 
50288, 815, 7.696, 993.800, 7652.000, 50245 
50338, 816, 7.688, 1022.900, 7872.000, 50295 
50388, 817, 7.656, 1144.200, 8848.000, 50345 
50438, 818, 7.696, 1002.100, 7708.000, 50395 
50488, 819, 7.692, 998.200, 7694.000, 50445 
50538, 820, 7.688, 1018.000, 7832.000, 50495 
50588, 821, 7.700, 984.900, 7636.000, 50545 
50638, 822, 7.740, 910.900, 7038.000, 50595 
50687, 823, 7.732, 891.700, 6894.000, 50644 
50738, 824, 7.704, 1013.600, 7792.000, 50694 
50788, 825, 7.756, 828.000, 6210.000, 50745 
50838, 826, 7.796, 675.000, 5262.000, 50795 
50887, 827, 7.812, 692.900, 5404.000, 50844 
50938, 828, 7.756, 816.800, 6338.000, 50894 
50988, 829, 7.824, 628.400, 4916.000, 50945 
51037, 830, 7.824, 627.400, 4980.000, 50994 
51088, 831, 7.788, 768.900, 6246.000, 51044 
51137, 832, 7.824, 618.200, 4738.000, 51094 
51187, 833, 7.776, 765.300, 5954.000, 51143 
51238, 834, 7.792, 726.500, 5652.000, 51194 
51288, 835, 7.836, 613.200, 4800.000, 51245 
51337, 836, 7.828, 590.600, 4744.000, 51294 
51387, 837, 7.784, 769.600, 5986.000, 51343 
51437, 838, 7.792, 743.600, 5914.000, 51393 
51487, 839, 7.788, 725.100, 5650.000, 51443 
51537, 840, 7.784, 723.400, 5610.000, 51493 
51587, 841, 7.796, 732.800, 5712.000, 51543 
51637, 842, 7.788, 764.000, 5656.000, 51593 
51687, 843, 7.788, 737.600, 5750.000, 51643 
51737, 844, 7.792, 728.100, 5442.000, 51693 
51787, 845, 7.796, 713.300, 5558.000, 51743 
51837, 846, 7.788, 742.600, 5786.000, 51793 
51888, 847, 7.788, 721.000, 5616.000, 51844 
51938, 848, 7.836, 596.500, 4672.000, 51895 
51987, 849, 7.840, 573.300, 4496.000, 51944 
52037, 850, 7.788, 732.000, 5708.000, 51993 
52087, 851, 7.784, 738.500, 5758.000, 52043 
52137, 852, 7.792, 728.400, 5678.000, 52093 
52187, 853, 7.788, 729.900, 5692.000, 52143 
52237, 854, 7.784, 732.700, 5712.000, 52193 
52287, 855, 7.796, 734.700, 5542.000, 52243 
52337, 856, 7.792, 710.300, 5538.000, 52293 
52388, 857, 7.788, 724.100, 5640.000, 52344 
52438, 858, 7.836, 595.400, 4568.000, 52395 
52488, 859, 7.836, 590.600, 4634.000, 52445 
52538, 860, 7.828, 593.000, 4670.000, 52495 
52588, 861, 7.840, 575.300, 4506.000, 52545 
52638, 862, 7.832, 603.400, 4712.000, 52595 
52688, 863, 7.832, 593.800, 4650.000, 52645 
52738, 864, 7.828, 623.400, 4640.000, 52695 
52788, 865, 7.828, 601.800, 4706.000, 52745 
52838, 866, 7.828, 641.200, 4948.000, 52795 
52888, 867, 7.828, 622.900, 4872.000, 52845 
52938, 868, 7.836, 611.900, 4738.000, 52895 
52988, 869, 7.824, 624.500, 4890.000, 52945 
53038, 870, 7.824, 623.100, 4836.000, 52995 
53088, 871, 7.828, 622.400, 4870.000, 53045 
53138, 872, 7.824, 637.500, 4866.000, 53095 
53188, 873, 7.836, 622.900, 4872.000, 53145 
53238, 874, 7.828, 627.500, 4882.000, 53195 
53288, 875, 7.832, 614.900, 4810.000, 53245 
53338, 876, 7.824, 628.800, 4820.000, 53295 
53388, 877, 7.824, 632.700, 4948.000, 53345 
53438, 878, 7.824, 622.200, 4952.000, 53395 
53488, 879, 7.820, 623.500, 4880.000, 53445 
53538, 880, 7.824, 632.400, 4962.000, 53495 
53588, 881, 7.820, 631.500, 4942.000, 53545 
53638, 882, 7.824, 637.900, 4928.000, 53595 
53688, 883, 7.828, 628.500, 4918.000, 53645 
53738, 884, 7.824, 643.600, 4922.000, 53695 
53788, 885, 7.820, 626.200, 4902.000, 53745 
53838, 886, 7.828, 627.500, 4908.000, 53795 
53888, 887, 7.816, 634.200, 4962.000, 53845 
53938, 888, 7.824, 613.600, 4800.000, 53895 
53988, 889, 7.824, 628.400, 4916.000, 53945 
54038, 890, 7.824, 634.500, 4964.000, 53995 
54088, 891, 7.828, 629.200, 4922.000, 54045 
54138, 892, 7.824, 619.600, 4846.000, 54095 
54188, 893, 7.824, 605.500, 4738.000, 54145 
54238, 894, 7.824, 631.200, 4938.000, 54195 
54288, 895, 7.824, 639.400, 4994.000, 54245 
54338, 896, 7.756, 822.200, 6386.000, 54295 
54388, 897, 7.760, 812.800, 6232.000, 54345 
54438, 898, 7.820, 642.900, 5026.000, 54395 
54488, 899, 7.816, 646.600, 5096.000, 54445 
54538, 900, 7.816, 653.700, 5116.000, 54495 
54588, 901, 7.816, 657.000, 5092.000, 54545 
54638, 902, 7.816, 659.900, 5154.000, 54595 
54688, 903, 7.824, 653.200, 5162.000, 54645 
54738, 904, 7.816, 661.600, 5168.000, 54695 
54788, 905, 7.812, 671.900, 5204.000, 54745 
54838, 906, 7.816, 658.000, 5138.000, 54795 
54888, 907, 7.812, 647.600, 5154.000, 54845 
54938, 908, 7.820, 622.700, 4870.000, 54895 
54988, 909, 7.824, 650.900, 5092.000, 54945 
55038, 910, 7.824, 613.200, 4794.000, 54995 
55088, 911, 7.816, 651.400, 5076.000, 55045 
55138, 912, 7.824, 642.300, 5016.000, 55095 
55188, 913, 7.820, 636.800, 5030.000, 55145 
55238, 914, 7.812, 627.700, 4906.000, 55195 
55288, 915, 7.816, 641.100, 4814.000, 55245 
55338, 916, 7.820, 636.000, 4978.000, 55295 
55388, 917, 7.820, 645.700, 5066.000, 55345 
55438, 918, 7.824, 624.600, 4886.000, 55395 
55488, 919, 7.824, 617.100, 4872.000, 55445 
55538, 920, 7.820, 641.600, 5014.000, 55495 
55588, 921, 7.816, 618.100, 4994.000, 55545 
55638, 922, 7.812, 613.700, 4800.000, 55595 
55688, 923, 7.820, 652.300, 4998.000, 55645 
55738, 924, 7.816, 636.800, 4980.000, 55695 
55788, 925, 7.820, 614.100, 4896.000, 55745 
55838, 926, 7.812, 658.100, 5138.000, 55795 
55888, 927, 7.820, 652.800, 4820.000, 55845 
55938, 928, 7.812, 659.400, 5158.000, 55895 
55988, 929, 7.820, 646.400, 5052.000, 55945 
56038, 930, 7.824, 641.700, 5016.000, 55995 
56088, 931, 7.816, 644.700, 5044.000, 56045 
56138, 932, 7.816, 638.900, 5000.000, 56095 
56188, 933, 7.820, 639.600, 5008.000, 56145 
56238, 934, 7.828, 642.900, 5024.000, 56195 
56288, 935, 7.828, 615.000, 4810.000, 56245 
56338, 936, 7.804, 662.400, 5170.000, 56295 
56388, 937, 7.816, 644.300, 5036.000, 56345 
56438, 938, 7.816, 617.800, 4830.000, 56395 
56488, 939, 7.760, 806.100, 6248.000, 56445 
56538, 940, 7.760, 800.600, 6210.000, 56495 
56588, 941, 7.764, 807.200, 6258.000, 56545 
56638, 942, 7.756, 815.500, 6196.000, 56595 
56688, 943, 7.760, 786.400, 6104.000, 56645 
56738, 944, 7.760, 803.400, 6204.000, 56695 
56788, 945, 7.764, 802.000, 6226.000, 56745 
56838, 946, 7.764, 792.300, 6170.000, 56795 
56888, 947, 7.820, 630.200, 4928.000, 56845 
56938, 948, 7.756, 814.400, 6308.000, 56895 
56988, 949, 7.756, 843.800, 6538.000, 56945 
57038, 950, 7.824, 627.200, 4980.000, 56995 
57088, 951, 7.760, 788.300, 6114.000, 57045 
57138, 952, 7.824, 632.400, 4896.000, 57095 
57188, 953, 7.816, 628.700, 4918.000, 57145 
57238, 954, 7.816, 660.800, 5092.000, 57195 
57288, 955, 7.816, 664.100, 5188.000, 57245 
57338, 956, 7.808, 663.100, 5200.000, 57295 
57388, 957, 7.812, 658.400, 5138.000, 57345 
57438, 958, 7.804, 669.300, 5256.000, 57395 
57488, 959, 7.812, 666.900, 5206.000, 57445 
57538, 960, 7.804, 654.700, 5256.000, 57495 
57588, 961, 7.808, 666.400, 5210.000, 57545 
57637, 962, 7.808, 649.700, 5070.000, 57594 
57688, 963, 7.760, 875.800, 6776.000, 57644 
57738, 964, 7.808, 667.700, 5086.000, 57695 
57788, 965, 7.816, 678.100, 5292.000, 57745 
57838, 966, 7.808, 663.600, 5316.000, 57795 
57888, 967, 7.812, 669.000, 5220.000, 57845 
57938, 968, 7.740, 857.500, 6708.000, 57895 
57988, 969, 7.816, 671.700, 5242.000, 57945 
58038, 970, 7.748, 850.800, 6662.000, 57995 
58088, 971, 7.748, 802.300, 6216.000, 58045 
58138, 972, 7.764, 756.400, 6134.000, 58095 
58188, 973, 7.812, 642.600, 5016.000, 58145 
58238, 974, 7.820, 656.300, 4890.000, 58195 
58288, 975, 7.808, 664.700, 5194.000, 58245 
58338, 976, 7.760, 838.600, 6590.000, 58295 
58388, 977, 7.768, 824.000, 6394.000, 58345 
58438, 978, 7.764, 823.900, 6448.000, 58395 
58488, 979, 7.756, 825.000, 6400.000, 58445 
58538, 980, 7.760, 820.000, 6358.000, 58495 
58588, 981, 7.760, 812.700, 6302.000, 58545 
58638, 982, 7.772, 813.400, 6322.000, 58595 
58688, 983, 7.752, 806.900, 6262.000, 58645 
58738, 984, 7.760, 779.500, 6046.000, 58695 
58788, 985, 7.752, 802.300, 6222.000, 58745 
58838, 986, 7.760, 777.200, 6040.000, 58795 
58888, 987, 7.756, 800.300, 6206.000, 58845 
58938, 988, 7.764, 808.500, 6272.000, 58895 
58988, 989, 7.764, 791.300, 6138.000, 58945 
59038, 990, 7.764, 800.400, 6210.000, 58995 
59088, 991, 7.812, 641.600, 5016.000, 59045 
59138, 992, 7.820, 650.400, 5082.000, 59095 
59188, 993, 7.816, 651.300, 5092.000, 59145 
59238, 994, 7.820, 625.400, 4892.000, 59195 
59288, 995, 7.812, 639.400, 5000.000, 59245 
59338, 996, 7.820, 609.900, 4772.000, 59295 
59388, 997, 7.816, 643.300, 5036.000, 59345 
59438, 998, 7.828, 611.900, 4784.000, 59395 
59488, 999, 7.812, 636.900, 4980.000, 59445 
59538, 1000, 7.820, 613.500, 4804.000, 59495 
59587, 1001, 7.816, 618.000, 4834.000, 59544 
59637, 1002, 7.764, 773.500, 6042.000, 59593 
59687, 1003, 7.768, 775.000, 6026.000, 59643 
59737, 1004, 7.780, 710.700, 5646.000, 59693 
59787, 1005, 7.784, 731.800, 5696.000, 59743 
59837, 1006, 7.792, 707.300, 5650.000, 59793 
59888, 1007, 7.780, 749.700, 5892.000, 59844 
59938, 1008, 7.832, 576.400, 4516.000, 59895 
59988, 1009, 7.824, 594.700, 4938.000, 59945 
60038, 1010, 7.832, 576.800, 4516.000, 59995 
60088, 1011, 7.828, 593.400, 4772.000, 60045 
60138, 1012, 7.828, 599.200, 4690.000, 60095 
60188, 1013, 7.836, 609.200, 4906.000, 60145 
60238, 1014, 7.836, 608.600, 4764.000, 60195 
60287, 1015, 7.828, 614.600, 4808.000, 60244 
60337, 1016, 7.776, 753.500, 6006.000, 60293 
60387, 1017, 7.776, 738.200, 5734.000, 60343 
60437, 1018, 7.772, 717.400, 5768.000, 60393 
60487, 1019, 7.780, 761.100, 5914.000, 60443 
60537, 1020, 7.784, 744.400, 5954.000, 60493 
60587, 1021, 7.776, 729.600, 5678.000, 60543 
60637, 1022, 7.776, 724.900, 5624.000, 60593 
60687, 1023, 7.780, 724.500, 5636.000, 60643 
60737, 1024, 7.780, 713.800, 5568.000, 60693 
60787, 1025, 7.784, 758.500, 5908.000, 60743 
60837, 1026, 7.784, 712.600, 5528.000, 60793 
60887, 1027, 7.788, 722.500, 5620.000, 60843 
60937, 1028, 7.784, 748.000, 5656.000, 60893 
60987, 1029, 7.780, 712.300, 5544.000, 60943 
61037, 1030, 7.784, 743.500, 5722.000, 60993 
61087, 1031, 7.792, 709.400, 5524.000, 61043 
61137, 1032, 7.792, 707.900, 5394.000, 61093 
61187, 1033, 7.788, 744.200, 5790.000, 61143 
61237, 1034, 7.780, 708.800, 5706.000, 61193 
61287, 1035, 7.780, 750.800, 5842.000, 61243 
61337, 1036, 7.788, 743.400, 5600.000, 61293 
61387, 1037, 7.772, 734.300, 5714.000, 61343 
61437, 1038, 7.784, 735.900, 5478.000, 61393 
61487, 1039, 7.780, 737.800, 5748.000, 61443 
61537, 1040, 7.780, 719.200, 5698.000, 61493 
61587, 1041, 7.780, 715.800, 5568.000, 61543 
61637, 1042, 7.772, 723.100, 5668.000, 61593 
61687, 1043, 7.792, 743.200, 5780.000, 61643 
61737, 1044, 7.796, 728.600, 5272.000, 61693 
61787, 1045, 7.776, 738.600, 5750.000, 61743 
61837, 1046, 7.780, 743.500, 5778.000, 61793 
61887, 1047, 7.780, 734.300, 5712.000, 61843 
61937, 1048, 7.780, 733.700, 5702.000, 61893 
61987, 1049, 7.776, 730.700, 5696.000, 61943 
62037, 1050, 7.784, 746.000, 5806.000, 61993 
62087, 1051, 7.788, 749.400, 5822.000, 62043 
62137, 1052, 7.780, 738.100, 5748.000, 62093 
62187, 1053, 7.776, 748.100, 5822.000, 62143 
62237, 1054, 7.780, 742.400, 5774.000, 62193 
62287, 1055, 7.780, 739.100, 5758.000, 62243 
62337, 1056, 7.784, 739.700, 5764.000, 62293 
#}
